






19


14
10





17

20

16

11
6


10
15
19
21

19
15
15
9
8
9
11
12
17
18
20
20
19
15
15
10
11
10

12
18
19
19
22

16
13
9
10
8
9
9
14
16
21
22
18
16
10
11
12
9
11
14
16

20
21
20
17
14
12
11
9
10
13
16
17
21
20
18
15
15
13
11
10
10
12
16
18
21
20
21
16
13
12
9

13
15
16
21
22
21
18
18
14
10
11
9
9
13
17
20
24
24
20
18
14
12
10
9
11
12
15
17
21
22
20
17
15
11
11
11
12
15
17
19
21
23
19
17
14
12
10
9
10
11
13
20
20
20
20
18
15
13
10
11
11
13
17
20
22
23
21
17
15
13
12
10
11
12








