#YYYY-MM-DD,device,coverage,gen,comment
#input,"data/WW-PV-roof/E2008.csv"
#input,"data/WW-PV-roof/E2009.csv"
#input,"data/WW-PV-roof/E2010.csv"
#input,"data/WW-PV-roof/E2011.csv"
#input,"data/WW-PV-roof/E2012.csv"
#input,"data/WW-PV-roof/E2013.csv"
#input,"data/WW-PV-roof/E2014.csv"
#input,"data/WW-PV-roof/E2015.csv"
#input,"data/WW-PV-roof/E2016.csv"
#input,"data/WW-PV-roof/E2017.csv"
#input,"data/WW-PV-roof/E2018.csv"
#input,"data/WW-PV-roof/E2019.csv"
#input,"data/WW-PV-roof/E2020.csv"
#input,"data/WW-PV-roof/E2021.csv"
#input,"data/WW-PV-roof/E2022.csv"
#input,"data/WW-PV-roof/E2023.csv"
2008-08-07,SunnyBeam,1,4.760
2008-08-08,SunnyBeam,1,2.290
2008-08-09,SunnyBeam,1,1.540
2008-08-10,SunnyBeam,1,3.890
2008-08-11,SunnyBeam,1,2.690
2008-08-12,SunnyBeam,1,5.210
2008-08-13,SunnyBeam,1,2.970
2008-08-14,SunnyBeam,1,4.110
2008-08-15,SunnyBeam,1,5.230
2008-08-16,SunnyBeam,1,4.160
2008-08-17,SunnyBeam,1,3.270
2008-08-18,SunnyBeam,1,2.340
2008-08-19,SunnyBeam,1,3.840
2008-08-20,SunnyBeam,1,2.860
2008-08-21,SunnyBeam,1,4.410
2008-08-22,SunnyBeam,1,4.730
2008-08-23,SunnyBeam,1,3.750
2008-08-24,SunnyBeam,1,3.570
2008-08-25,SunnyBeam,1,1.970
2008-08-26,SunnyBeam,1,1.580
2008-08-27,SunnyBeam,1,1.510
2008-08-28,SunnyBeam,1,1.830
2008-08-29,SunnyBeam,1,1.770
2008-08-30,SunnyBeam,1,5.180
2008-08-31,SunnyBeam,1,1.600
2008-09-01,SunnyBeam,1,2.990
2008-09-02,SunnyBeam,1,3.090
2008-09-03,SunnyBeam,1,5.160
2008-09-04,SunnyBeam,1,3.550
2008-09-05,SunnyBeam,1,1.430
2008-09-06,SunnyBeam,1,2.110
2008-09-07,SunnyBeam,1,0.980
2008-09-08,SunnyBeam,1,2.300
2008-09-09,SunnyBeam,1,1.090
2008-09-10,SunnyBeam,1,2.500
2008-09-11,SunnyBeam,1,1.790
2008-09-12,SunnyBeam,1,3.840
2008-09-13,SunnyBeam,1,4.050
2008-09-14,SunnyBeam,1,4.330
2008-09-15,SunnyBeam,1,3.850
2008-09-16,SunnyBeam,1,2.020
2008-09-17,SunnyBeam,1,1.900
2008-09-18,SunnyBeam,1,3.620
2008-09-19,SunnyBeam,1,4.380
2008-09-20,SunnyBeam,1,3.840
2008-09-21,SunnyBeam,1,3.790
2008-09-22,SunnyBeam,1,1.790
2008-09-23,SunnyBeam,1,1.640
2008-09-24,SunnyBeam,1,0.730
2008-09-25,SunnyBeam,1,1.970
2008-09-26,SunnyBeam,1,3.920
2008-09-27,SunnyBeam,1,3.710
2008-09-28,SunnyBeam,1,3.780
2008-09-29,SunnyBeam,1,2.690
2008-09-30,SunnyBeam,1,1.120
2008-10-01,SunnyBeam,1,2.470
2008-10-02,SunnyBeam,1,2.660
2008-10-03,SunnyBeam,1,1.680
2008-10-04,SunnyBeam,1,1.790
2008-10-05,SunnyBeam,1,0.740
2008-10-06,SunnyBeam,1,1.560
2008-10-07,SunnyBeam,1,0.990
2008-10-08,SunnyBeam,1,2.590
2008-10-09,SunnyBeam,1,2.600
2008-10-10,SunnyBeam,1,2.750
2008-10-11,SunnyBeam,1,2.890
2008-10-12,SunnyBeam,1,2.770
2008-10-13,SunnyBeam,1,0.710
2008-10-14,SunnyBeam,1,0.880
2008-10-15,SunnyBeam,1,0.710
2008-10-16,SunnyBeam,1,2.140
2008-10-17,SunnyBeam,1,1.840
2008-10-18,SunnyBeam,1,1.570
2008-10-19,SunnyBeam,1,1.260
2008-10-20,SunnyBeam,1,0.320
2008-10-21,SunnyBeam,1,2.060
2008-10-22,SunnyBeam,1,2.020
2008-10-23,SunnyBeam,1,1.030
2008-10-24,SunnyBeam,1,1.940
2008-10-25,SunnyBeam,1,1.450
2008-10-26,SunnyBeam,1,0.250
2008-10-27,SunnyBeam,1,1.820
2008-10-28,SunnyBeam,1,1.740
2008-10-29,SunnyBeam,1,1.980
2008-10-30,SunnyBeam,1,1.720
2008-10-31,SunnyBeam,1,1.660
2008-11-01,SunnyBeam,1,0.160
2008-11-02,SunnyBeam,1,1.080
2008-11-03,SunnyBeam,1,0.230
2008-11-04,SunnyBeam,1,0.460
2008-11-05,SunnyBeam,1,0.240
2008-11-06,SunnyBeam,1,0.310
2008-11-07,SunnyBeam,1,1.330
2008-11-08,SunnyBeam,1,0.550
2008-11-09,SunnyBeam,1,0.850
2008-11-10,SunnyBeam,1,0.140
2008-11-11,SunnyBeam,1,1.420
2008-11-12,SunnyBeam,1,0.990
2008-11-13,SunnyBeam,1,0.450
2008-11-14,SunnyBeam,1,0.730
2008-11-15,SunnyBeam,1,0.790
2008-11-16,SunnyBeam,1,0.300
2008-11-17,SunnyBeam,1,0.300
2008-11-18,SunnyBeam,1,0.600
2008-11-19,SunnyBeam,1,0.930
2008-11-20,SunnyBeam,1,0.690
2008-11-21,SunnyBeam,1,0.880
2008-11-22,SunnyBeam,1,0.920
2008-11-23,SunnyBeam,1,0.510
2008-11-24,SunnyBeam,1,0.560
2008-11-25,SunnyBeam,1,1.090
2008-11-26,SunnyBeam,1,0.180
2008-11-27,SunnyBeam,1,0.580
2008-11-28,SunnyBeam,1,0.200
2008-11-29,SunnyBeam,1,0.240
2008-11-30,SunnyBeam,1,0.130
2008-12-01,SunnyBeam,1,0.970
2008-12-02,SunnyBeam,1,0.390
2008-12-03,SunnyBeam,1,0.730
2008-12-04,SunnyBeam,1,0.850
2008-12-05,SunnyBeam,1,0.730
2008-12-06,SunnyBeam,1,0.980
2008-12-07,SunnyBeam,1,1.000
2008-12-08,SunnyBeam,1,0.640
2008-12-09,SunnyBeam,1,0.380
2008-12-10,SunnyBeam,1,0.630
2008-12-11,SunnyBeam,1,0.670
2008-12-12,SunnyBeam,1,0.370
2008-12-13,SunnyBeam,1,0.050
2008-12-14,SunnyBeam,1,0.200
2008-12-15,SunnyBeam,1,0.190
2008-12-16,SunnyBeam,1,0.240
2008-12-17,SunnyBeam,1,0.860
2008-12-18,SunnyBeam,1,0.270
2008-12-19,SunnyBeam,1,0.480
2008-12-20,SunnyBeam,1,0.520
2008-12-21,SunnyBeam,1,0.330
2008-12-22,SunnyBeam,1,0.340
2008-12-23,SunnyBeam,1,0.070
2008-12-24,SunnyBeam,1,0.190
2008-12-25,SunnyBeam,1,0.300
2008-12-26,SunnyBeam,1,0.890
2008-12-27,SunnyBeam,1,0.750
2008-12-28,SunnyBeam,1,0.840
2008-12-29,SunnyBeam,1,0.840
2008-12-30,SunnyBeam,1,0.740
2008-12-31,SunnyBeam,1,0.140
2009-01-01,SunnyBeam,1,0.280
2009-01-02,SunnyBeam,1,0.470
2009-01-03,SunnyBeam,1,0.950
2009-01-04,SunnyBeam,1,0.500
2009-01-05,SunnyBeam,1,0.580
2009-01-06,SunnyBeam,1,1.080
2009-01-07,SunnyBeam,1,0.320
2009-01-08,SunnyBeam,1,0.940
2009-01-09,SunnyBeam,1,1.110
2009-01-10,SunnyBeam,1,0.260
2009-01-11,SunnyBeam,1,0.790
2009-01-12,SunnyBeam,1,0.130
2009-01-13,SunnyBeam,1,0.610
2009-01-14,SunnyBeam,1,0.360
2009-01-15,SunnyBeam,1,0.200
2009-01-16,SunnyBeam,1,0.300
2009-01-17,SunnyBeam,1,0.810
2009-01-18,SunnyBeam,1,1.360
2009-01-19,SunnyBeam,1,0.440
2009-01-20,SunnyBeam,1,0.640
2009-01-21,SunnyBeam,1,1.100
2009-01-22,SunnyBeam,1,0.810
2009-01-23,SunnyBeam,1,0.590
2009-01-24,SunnyBeam,1,1.200
2009-01-25,SunnyBeam,1,0.220
2009-01-26,SunnyBeam,1,1.100
2009-01-27,SunnyBeam,1,1.330
2009-01-28,SunnyBeam,1,0.240
2009-01-29,SunnyBeam,1,1.540
2009-01-30,SunnyBeam,1,1.360
2009-01-31,SunnyBeam,1,1.200
2009-02-01,SunnyBeam,1,1.020
2009-02-02,SunnyBeam,1,0.000
2009-02-03,SunnyBeam,1,0.000
2009-02-04,SunnyBeam,1,0.000
2009-02-05,SunnyBeam,1,0.050
2009-02-06,SunnyBeam,1,0.090
2009-02-07,SunnyBeam,1,0.940
2009-02-08,SunnyBeam,1,1.530
2009-02-09,SunnyBeam,1,0.190
2009-02-10,SunnyBeam,1,1.160
2009-02-11,SunnyBeam,1,3.550
2009-02-12,SunnyBeam,1,3.580
2009-02-13,SunnyBeam,1,3.920
2009-02-14,SunnyBeam,1,3.920
2009-02-15,SunnyBeam,1,3.300
2009-02-16,SunnyBeam,1,4.760
2009-02-17,SunnyBeam,1,2.860
2009-02-18,SunnyBeam,1,3.000
2009-02-19,SunnyBeam,1,2.500
2009-02-20,SunnyBeam,1,4.660
2009-02-21,SunnyBeam,1,6.150
2009-02-22,SunnyBeam,1,3.240
2009-02-23,SunnyBeam,1,1.560
